深度,x,y,方位角,倾角,开度,裂缝
4564.893754,418103.977,4253340.8,343.7713,51.68026,0.007408371,Conductive fracture
4493.869614,418103.977,4253340.8,277.624,33.24941,0.007417617,Conductive fracture
4602.198157,418103.977,4253340.8,228.494,53.03807,0.007426252,Conductive fracture
4695.462237,418103.977,4253340.8,303.2675,35.98728,0.007434585,Conductive fracture
4446.776536,418103.977,4253340.8,155.2236,44.61988,0.007437098,Conductive fracture
4715.580423,418103.977,4253340.8,202.2858,36.95527,0.00744012,Conductive fracture
4620.903353,418103.977,4253340.8,36.04296,34.73921,0.00744209,Conductive fracture
4715.630625,418103.977,4253340.8,206.9078,42.31344,0.007443242,Conductive fracture
4624.795429,418103.977,4253340.8,47.59246,46.6447,0.007444801,Conductive fracture
4690.930172,418103.977,4253340.8,326.1846,25.77952,0.007446439,Conductive fracture
4685.301752,418103.977,4253340.8,332.3387,41.27336,0.007447111,Conductive fracture
4607.13605,418103.977,4253340.8,151.6174,66.11749,0.007454509,Conductive fracture
4467.55028,418103.977,4253340.8,328.9123,21.69114,0.007460835,Conductive fracture
4531.01671,418103.977,4253340.8,225.6935,44.6792,0.007460895,Conductive fracture
4666.197379,418103.977,4253340.8,306.5616,54.34975,0.007477088,Conductive fracture
4691.537281,418103.977,4253340.8,123.1998,29.13458,0.007483345,Conductive fracture
4595.967357,418103.977,4253340.8,166.513,33.94802,0.007484739,Conductive fracture
4625.229055,418103.977,4253340.8,18.77066,49.64346,0.007487406,Conductive fracture
4592.827846,418103.977,4253340.8,29.11654,61.40107,0.007492479,Conductive fracture
4597.667587,418103.977,4253340.8,196.5268,55.44822,0.007495027,Conductive fracture
4496.465219,418103.977,4253340.8,248.0345,42.98215,0.00749534,Conductive fracture
4457.587728,418103.977,4253340.8,247.1808,45.0667,0.007502516,Conductive fracture
4463.031432,418103.977,4253340.8,252.706,53.61234,0.007502841,Conductive fracture
4699.728327,418103.977,4253340.8,269.5345,49.89436,0.007504547,Conductive fracture
4601.86667,418103.977,4253340.8,98.23133,56.85438,0.007509324,Conductive fracture
4676.821277,418103.977,4253340.8,212.526,37.13759,0.007509533,Conductive fracture
4559.414891,418103.977,4253340.8,230.9605,49.79061,0.007509684,Conductive fracture
4508.090707,418103.977,4253340.8,183.5865,55.28954,0.007512464,Conductive fracture
4456.429103,418103.977,4253340.8,260.5723,57.51387,0.00751616,Conductive fracture
4471.679051,418103.977,4253340.8,29.0621,27.11378,0.00751652,Conductive fracture
4501.2858,418103.977,4253340.8,297.7841,35.4327,0.00752105,Conductive fracture
4453.505559,418103.977,4253340.8,253.2451,52.98496,0.007550212,Conductive fracture
4463.521085,418103.977,4253340.8,249.2696,58.75801,0.007574068,Conductive fracture
4507.306693,418103.977,4253340.8,234.0109,31.942,0.007579732,Conductive fracture
4498.430898,418103.977,4253340.8,271.9229,39.62539,0.007587704,Conductive fracture
4678.291877,418103.977,4253340.8,352.6573,67.56274,0.007597299,Conductive fracture
4464.664784,418103.977,4253340.8,105.9493,65.00817,0.007599412,Conductive fracture
4592.533828,418103.977,4253340.8,310.4368,34.51448,0.00760003,Conductive fracture
4672.591897,418103.977,4253340.8,329.9987,56.25173,0.007600484,Conductive fracture
4446.812226,418103.977,4253340.8,266.4853,64.61974,0.007602012,Conductive fracture
4456.915079,418103.977,4253340.8,57.45893,55.03143,0.007603764,Conductive fracture
4501.90596,418103.977,4253340.8,264.3097,47.09886,0.007604511,Conductive fracture
4501.551349,418103.977,4253340.8,267.7109,23.27437,0.007620302,Conductive fracture
4559.410775,418103.977,4253340.8,213.0925,55.82706,0.007633998,Conductive fracture
4476.971619,418103.977,4253340.8,267.8756,49.16294,0.007647229,Conductive fracture
4527.966182,418103.977,4253340.8,105.6902,32.80891,0.007647847,Conductive fracture
4494.484246,418103.977,4253340.8,166.1459,63.18747,0.007647945,Conductive fracture
4522.830544,418103.977,4253340.8,239.7075,35.67108,0.007653313,Conductive fracture
4542.903595,418103.977,4253340.8,198.4349,60.66278,0.007662352,Conductive fracture
4666.349779,418103.977,4253340.8,297.3765,36.61923,0.007663833,Conductive fracture
4470.788361,418103.977,4253340.8,240.9337,59.70778,0.007672694,Conductive fracture
4598.423319,418103.977,4253340.8,173.8703,73.01672,0.007678392,Conductive fracture
4671.061805,418103.977,4253340.8,248.5242,54.7837,0.007684915,Conductive fracture
4471.687089,418103.977,4253340.8,243.6859,49.35479,0.007687224,Conductive fracture
4682.221548,418103.977,4253340.8,277.6582,40.0783,0.007690622,Conductive fracture
4448.209487,418103.977,4253340.8,157.041,67.11653,0.007692696,Conductive fracture
4672.977112,418103.977,4253340.8,48.23486,42.17198,0.007699584,Conductive fracture
4541.848606,418103.977,4253340.8,268.1107,66.28372,0.007702025,Conductive fracture
4634.756959,418103.977,4253340.8,102.2805,71.7487,0.007720246,Conductive fracture
4489.776991,418103.977,4253340.8,49.21958,54.00665,0.007722754,Conductive fracture
4566.994869,418103.977,4253340.8,316.9045,75.90452,0.007722879,Conductive fracture
4469.132961,418103.977,4253340.8,270.5273,43.31375,0.007754982,Conductive fracture
4634.562611,418103.977,4253340.8,150.4781,69.18163,0.007755554,Conductive fracture
4698.522732,418103.977,4253340.8,26.2393,51.84425,0.007765235,Conductive fracture
4495.556324,418103.977,4253340.8,291.2881,28.34788,0.00777522,Conductive fracture
4690.995862,418103.977,4253340.8,319.2037,36.19337,0.007777423,Conductive fracture
4527.23522,418103.977,4253340.8,88.92936,36.30168,0.007778052,Conductive fracture
4454.833666,418103.977,4253340.8,259.5101,66.58646,0.007782968,Conductive fracture
4444.403752,418103.977,4253340.8,306.638,42.3265,0.007797507,Conductive fracture
4698.888832,418103.977,4253340.8,98.01603,25.92296,0.007806539,Conductive fracture
4704.368506,418103.977,4253340.8,288.3518,49.78762,0.007828937,Conductive fracture
4566.28571,418103.977,4253340.8,306.0562,68.50337,0.007841546,Conductive fracture
4453.071734,418103.977,4253340.8,55.40371,68.51385,0.00784645,Conductive fracture
4629.250042,418103.977,4253340.8,104.0427,53.69701,0.007853895,Conductive fracture
4620.40087,418103.977,4253340.8,190.8842,57.91038,0.007856852,Conductive fracture
4496.922226,418103.977,4253340.8,104.2024,46.20192,0.007857359,Conductive fracture
4555.091561,418103.977,4253340.8,160.8755,32.86553,0.007879693,Conductive fracture
4462.403343,418103.977,4253340.8,262.0743,37.88379,0.007893297,Conductive fracture
4540.629778,418103.977,4253340.8,288.1801,21.28885,0.007895309,Conductive fracture
4638.69918,418103.977,4253340.8,179.4225,61.68612,0.007902308,Conductive fracture
4456.871053,418103.977,4253340.8,29.70085,50.36211,0.007903594,Conductive fracture
4556.734068,418103.977,4253340.8,138.1857,61.31161,0.007908094,Conductive fracture
4515.575,418103.977,4253340.8,263.4465,45.21047,0.007908841,Conductive fracture
4701.577652,418103.977,4253340.8,256.7174,63.33579,0.00791331,Conductive fracture
4464.084667,418103.977,4253340.8,252.1246,56.77901,0.007917277,Conductive fracture
4517.693849,418103.977,4253340.8,272.1393,34.01143,0.007929991,Conductive fracture
4467.514993,418103.977,4253340.8,303.957,48.08336,0.007934124,Conductive fracture
4557.833789,418103.977,4253340.8,244.8327,51.30094,0.007954586,Conductive fracture
4444.170835,418103.977,4253340.8,281.8078,41.7064,0.007968768,Conductive fracture
4505.857348,418103.977,4253340.8,344.169,31.98121,0.007976576,Conductive fracture
4493.923668,418103.977,4253340.8,283.3741,25.9422,0.007999777,Conductive fracture
4492.156072,418103.977,4253340.8,237.4109,35.96596,0.007999999,Conductive fracture
4690.65975,418103.977,4253340.8,326.7328,43.80584,0.008001565,Conductive fracture
4635.034293,418103.977,4253340.8,143.8787,39.19963,0.008003942,Conductive fracture
4445.575288,418103.977,4253340.8,54.60378,47.30715,0.008005108,Conductive fracture
4495.817422,418103.977,4253340.8,260.1943,45.69301,0.008017378,Conductive fracture
4454.680841,418103.977,4253340.8,268.5731,42.11473,0.008019049,Conductive fracture
4706.20708,418103.977,4253340.8,177.3039,47.04427,0.008026674,Conductive fracture
4517.496583,418103.977,4253340.8,123.1714,37.85591,0.00803401,Conductive fracture
4523.668145,418103.977,4253340.8,245.504,49.82898,0.008035329,Conductive fracture
4515.976076,418103.977,4253340.8,305.847,31.27392,0.008040741,Conductive fracture
4462.65372,418103.977,4253340.8,248.2143,51.18974,0.008043907,Conductive fracture
4448.893738,418103.977,4253340.8,270.4137,43.74343,0.008044106,Conductive fracture
4495.451716,418103.977,4253340.8,268.472,38.26814,0.008064097,Conductive fracture
4634.497034,418103.977,4253340.8,64.18513,17.02285,0.008067043,Conductive fracture
4489.844468,418103.977,4253340.8,269.5528,46.48274,0.008080342,Conductive fracture
4682.258265,418103.977,4253340.8,271.9796,34.80296,0.008092452,Conductive fracture
4564.158475,418103.977,4253340.8,322.4077,38.7335,0.008096434,Conductive fracture
4446.248073,418103.977,4253340.8,199.181,49.45266,0.008100473,Conductive fracture
4469.182815,418103.977,4253340.8,269.2365,51.27372,0.008105371,Conductive fracture
4694.141692,418103.977,4253340.8,328.2894,45.44667,0.008118781,Conductive fracture
4697.964678,418103.977,4253340.8,24.44405,54.62451,0.008127114,Conductive fracture
4488.619554,418103.977,4253340.8,251.6846,60.08907,0.008131721,Conductive fracture
4764.708652,418103.977,4253340.8,132.4972,43.34319,0.008138075,Conductive fracture
4453.005055,418103.977,4253340.8,55.58378,64.82336,0.008139578,Conductive fracture
4672.877292,418103.977,4253340.8,12.24604,66.48007,0.008141004,Conductive fracture
4688.319413,418103.977,4253340.8,17.10796,63.21328,0.008147002,Conductive fracture
4469.323379,418103.977,4253340.8,281.5555,48.75063,0.008159752,Conductive fracture
4488.416734,418103.977,4253340.8,281.1518,45.47495,0.008168118,Conductive fracture
4470.706152,418103.977,4253340.8,242.0469,57.70235,0.008182059,Conductive fracture
4621.232849,418103.977,4253340.8,185.3992,48.46166,0.008190538,Conductive fracture
4682.312631,418103.977,4253340.8,299.045,41.4684,0.008205383,Conductive fracture
4671.053598,418103.977,4253340.8,65.66293,22.06955,0.008207781,Conductive fracture
4470.28131,418103.977,4253340.8,309.3398,42.12163,0.00821068,Conductive fracture
4527.059515,418103.977,4253340.8,260.0139,38.12614,0.008219736,Conductive fracture
4555.938395,418103.977,4253340.8,311.5528,39.60583,0.00822071,Conductive fracture
4672.045983,418103.977,4253340.8,271.9746,67.94193,0.008222712,Conductive fracture
4703.269628,418103.977,4253340.8,35.23137,47.67827,0.008226974,Conductive fracture
4709.634487,418103.977,4253340.8,350.3713,45.60945,0.008228827,Conductive fracture
4589.590733,418103.977,4253340.8,280.5695,39.65628,0.008231683,Conductive fracture
4705.718757,418103.977,4253340.8,7.357795,49.28991,0.008234109,Conductive fracture
4607.266124,418103.977,4253340.8,50.39237,40.36669,0.008238472,Conductive fracture
4506.077579,418103.977,4253340.8,26.9942,53.62534,0.008240292,Conductive fracture
4691.438376,418103.977,4253340.8,274.9153,46.71062,0.008260413,Conductive fracture
4445.618192,418103.977,4253340.8,127.9059,31.49452,0.008268189,Conductive fracture
4557.205236,418103.977,4253340.8,263.454,55.74174,0.008274083,Conductive fracture
4672.276646,418103.977,4253340.8,113.8607,64.84362,0.00827559,Conductive fracture
4482.684241,418103.977,4253340.8,253.0509,52.29404,0.008277238,Conductive fracture
4493.473627,418103.977,4253340.8,47.52911,64.94532,0.008279677,Conductive fracture
4453.301109,418103.977,4253340.8,236.7209,37.44005,0.008290626,Conductive fracture
4628.783322,418103.977,4253340.8,266.4892,71.29573,0.008295321,Conductive fracture
4533.828779,418103.977,4253340.8,52.54498,71.01328,0.008299091,Conductive fracture
4467.749692,418103.977,4253340.8,50.53793,18.90558,0.008305161,Conductive fracture
4698.490215,418103.977,4253340.8,10.06893,38.92015,0.008343332,Conductive fracture
4710.338034,418103.977,4253340.8,26.49251,64.02785,0.008353555,Conductive fracture
4608.471878,418103.977,4253340.8,174.3893,47.62163,0.008361387,Conductive fracture
4527.244836,418103.977,4253340.8,291.7403,22.08839,0.008367443,Conductive fracture
4525.121498,418103.977,4253340.8,283.5661,39.74116,0.008370171,Conductive fracture
4682.474613,418103.977,4253340.8,281.6255,36.04269,0.008373233,Conductive fracture
4476.199275,418103.977,4253340.8,259.7098,54.55466,0.008378994,Conductive fracture
4522.917474,418103.977,4253340.8,270.1578,26.31616,0.008383784,Conductive fracture
4483.445844,418103.977,4253340.8,236.2364,38.50084,0.008393076,Conductive fracture
4646.817898,418103.977,4253340.8,37.21785,66.45901,0.008403771,Conductive fracture
4589.712699,418103.977,4253340.8,249.3195,52.91322,0.008404164,Conductive fracture
4705.741575,418103.977,4253340.8,328.8542,21.3476,0.008416492,Conductive fracture
4680.902984,418103.977,4253340.8,47.44585,61.20932,0.008417999,Conductive fracture
4548.118146,418103.977,4253340.8,201.0867,33.99523,0.008421628,Conductive fracture
4588.16624,418103.977,4253340.8,318.4258,42.95838,0.008431678,Conductive fracture
4467.270754,418103.977,4253340.8,340.4046,57.32944,0.008436595,Conductive fracture
4700.688829,418103.977,4253340.8,13.28816,41.65235,0.008436613,Conductive fracture
4764.676791,418103.977,4253340.8,111.1165,39.80658,0.008437772,Conductive fracture
4488.587042,418103.977,4253340.8,263.0842,42.74393,0.008451708,Conductive fracture
4704.307634,418103.977,4253340.8,271.2293,25.98041,0.008462504,Conductive fracture
4663.40385,418103.977,4253340.8,80.6766,57.80423,0.008463525,Conductive fracture
4453.683624,418103.977,4253340.8,239.809,38.56612,0.008490548,Conductive fracture
4505.296724,418103.977,4253340.8,262.2213,36.25092,0.00849445,Conductive fracture
4535.577316,418103.977,4253340.8,230.5134,50.06049,0.008499519,Conductive fracture
4713.863731,418103.977,4253340.8,189.81,33.59009,0.008508377,Conductive fracture
4703.636826,418103.977,4253340.8,318.1513,26.01355,0.00850899,Conductive fracture
4681.100252,418103.977,4253340.8,84.59682,56.38878,0.008516675,Conductive fracture
4478.133466,418103.977,4253340.8,257.1618,42.15745,0.008518792,Conductive fracture
4592.061877,418103.977,4253340.8,7.442232,28.75768,0.008540226,Conductive fracture
4494.658751,418103.977,4253340.8,325.4398,30.91413,0.008542038,Conductive fracture
4686.847443,418103.977,4253340.8,318.6994,64.03956,0.008543499,Conductive fracture
4685.42069,418103.977,4253340.8,356.1206,40.53992,0.008544756,Conductive fracture
4453.569478,418103.977,4253340.8,260.9722,50.40598,0.008552739,Conductive fracture
4477.190085,418103.977,4253340.8,57.79202,54.40319,0.008553714,Conductive fracture
4470.425501,418103.977,4253340.8,60.80066,35.84787,0.008559387,Conductive fracture
4705.950702,418103.977,4253340.8,335.1602,53.88997,0.008569409,Conductive fracture
4622.168842,418103.977,4253340.8,19.46464,55.04611,0.008572097,Conductive fracture
4549.313242,418103.977,4253340.8,353.9424,54.58753,0.008575971,Conductive fracture
4565.604961,418103.977,4253340.8,237.8108,70.14582,0.008578908,Conductive fracture
4537.873245,418103.977,4253340.8,355.8676,55.60247,0.008584715,Conductive fracture
4496.639842,418103.977,4253340.8,247.1718,53.64344,0.008604294,Conductive fracture
4563.197543,418103.977,4253340.8,17.27573,41.86843,0.008607632,Conductive fracture
4491.428322,418103.977,4253340.8,342.2235,36.40685,0.008607983,Conductive fracture
4634.988104,418103.977,4253340.8,144.1995,27.67074,0.008611619,Conductive fracture
4571.82364,418103.977,4253340.8,231.4016,60.91093,0.008615082,Conductive fracture
4480.376842,418103.977,4253340.8,85.58295,22.71974,0.00862202,Conductive fracture
4490.914578,418103.977,4253340.8,26.12325,23.06842,0.008628245,Conductive fracture
4704.16973,418103.977,4253340.8,236.4448,35.13518,0.008629025,Conductive fracture
4740.416993,418103.977,4253340.8,160.5702,6.805387,0.008633413,Conductive fracture
4705.006888,418103.977,4253340.8,150.8722,40.52894,0.008635917,Conductive fracture
4540.8871,418103.977,4253340.8,329.052,27.56102,0.008638976,Conductive fracture
4711.766061,418103.977,4253340.8,310.5245,35.97267,0.008642867,Conductive fracture
4621.198929,418103.977,4253340.8,28.30691,53.68144,0.008642928,Conductive fracture
4696.936844,418103.977,4253340.8,294.4278,54.51136,0.008654542,Conductive fracture
4472.133359,418103.977,4253340.8,251.824,45.73104,0.008664204,Conductive fracture
4506.193991,418103.977,4253340.8,236.2669,49.33023,0.008664681,Conductive fracture
4687.309636,418103.977,4253340.8,333.6498,39.24054,0.008676115,Conductive fracture
4602.512695,418103.977,4253340.8,145.0417,17.97387,0.008680161,Conductive fracture
4492.087212,418103.977,4253340.8,322.074,51.09311,0.008680653,Conductive fracture
4682.603684,418103.977,4253340.8,86.6677,62.90367,0.008686096,Conductive fracture
4481.381296,418103.977,4253340.8,260.2793,52.59945,0.008688214,Conductive fracture
4705.839165,418103.977,4253340.8,46.9988,41.40031,0.008688511,Conductive fracture
4482.618221,418103.977,4253340.8,254.8375,41.8471,0.008696039,Conductive fracture
4485.565637,418103.977,4253340.8,235.9364,24.57771,0.008705948,Conductive fracture
4601.713292,418103.977,4253340.8,133.4295,48.12985,0.008708283,Conductive fracture
4591.988928,418103.977,4253340.8,117.7065,58.07047,0.008711601,Conductive fracture
4536.857089,418103.977,4253340.8,259.3265,34.59309,0.00871677,Conductive fracture
4593.028927,418103.977,4253340.8,42.39268,28.55526,0.008723678,Conductive fracture
4594.060574,418103.977,4253340.8,348.8615,37.12399,0.008728299,Conductive fracture
4672.177489,418103.977,4253340.8,59.93803,72.94076,0.008729384,Conductive fracture
4493.473451,418103.977,4253340.8,6.024452,22.7888,0.008750194,Conductive fracture
4711.780546,418103.977,4253340.8,248.0794,18.21896,0.008761973,Conductive fracture
4707.810355,418103.977,4253340.8,341.0529,44.50311,0.008763812,Conductive fracture
4663.525336,418103.977,4253340.8,28.31506,36.2084,0.008764316,Conductive fracture
4572.674244,418103.977,4253340.8,213.4628,57.74672,0.008767371,Conductive fracture
4492.669431,418103.977,4253340.8,253.7293,56.42785,0.008771952,Conductive fracture
4467.993336,418103.977,4253340.8,285.248,35.53545,0.008775055,Conductive fracture
4714.646772,418103.977,4253340.8,22.52443,16.10284,0.008783491,Conductive fracture
4680.999149,418103.977,4253340.8,103.4796,58.11006,0.008797951,Conductive fracture
4497.180267,418103.977,4253340.8,159.2872,36.68866,0.00880156,Conductive fracture
4540.752557,418103.977,4253340.8,307.7921,25.18914,0.00880659,Conductive fracture
4703.599334,418103.977,4253340.8,300.8502,27.42342,0.008808323,Conductive fracture
4458.625464,418103.977,4253340.8,285.4184,45.95029,0.008808859,Conductive fracture
4600.518074,418103.977,4253340.8,311.8463,46.87092,0.008816113,Conductive fracture
4504.945624,418103.977,4253340.8,329.7541,68.84388,0.00881664,Conductive fracture
4542.396342,418103.977,4253340.8,224.9229,55.85824,0.008817966,Conductive fracture
4492.700319,418103.977,4253340.8,320.7765,34.6683,0.00885383,Conductive fracture
4730.192844,418103.977,4253340.8,276.6059,45.50762,0.008861293,Conductive fracture
4712.982275,418103.977,4253340.8,210.9119,48.47054,0.008865389,Conductive fracture
4699.25117,418103.977,4253340.8,320.7556,35.13472,0.008866997,Conductive fracture
4466.234831,418103.977,4253340.8,233.4979,48.0681,0.008867194,Conductive fracture
4452.46107,418103.977,4253340.8,54.1431,69.95843,0.008871897,Conductive fracture
4508.825757,418103.977,4253340.8,264.3886,72.28628,0.008874418,Conductive fracture
4601.368415,418103.977,4253340.8,71.01482,58.62658,0.008884269,Conductive fracture
4672.46579,418103.977,4253340.8,171.9133,51.36538,0.008895724,Conductive fracture
4449.038501,418103.977,4253340.8,139.1961,22.08577,0.008901143,Conductive fracture
4730.189941,418103.977,4253340.8,276.055,38.15134,0.008902769,Conductive fracture
4730.869754,418103.977,4253340.8,276.9919,47.40005,0.008902876,Conductive fracture
4729.077514,418103.977,4253340.8,302.3401,52.99204,0.008914742,Conductive fracture
4467.318007,418103.977,4253340.8,246.2859,61.63593,0.008922445,Conductive fracture
4588.379552,418103.977,4253340.8,244.5181,58.49012,0.008925216,Conductive fracture
4540.555695,418103.977,4253340.8,272.5923,32.0836,0.008931265,Conductive fracture
4536.616665,418103.977,4253340.8,251.6034,43.10938,0.008931806,Conductive fracture
4452.579578,418103.977,4253340.8,250.9379,54.96844,0.00893491,Conductive fracture
4599.854109,418103.977,4253340.8,6.887622,40.14451,0.008935032,Conductive fracture
4703.085249,418103.977,4253340.8,63.83289,66.29675,0.008944316,Conductive fracture
4707.272723,418103.977,4253340.8,135.9279,17.3763,0.008950831,Conductive fracture
4462.776323,418103.977,4253340.8,227.998,60.47145,0.008961385,Conductive fracture
4612.984397,418103.977,4253340.8,1.690886,35.99174,0.008970186,Conductive fracture
4592.360016,418103.977,4253340.8,221.1975,65.59907,0.008971525,Conductive fracture
4565.836912,418103.977,4253340.8,146.9498,58.637,0.008975544,Conductive fracture
4727.926929,418103.977,4253340.8,326.5446,50.90445,0.008978959,Conductive fracture
4678.5462,418103.977,4253340.8,332.1713,37.76143,0.008985372,Conductive fracture
4699.207002,418103.977,4253340.8,11.22078,37.1996,0.008986829,Conductive fracture
4741.642357,418103.977,4253340.8,202.0549,47.82076,0.008988883,Conductive fracture
4599.970292,418103.977,4253340.8,12.03201,55.56732,0.008998599,Conductive fracture
4449.922363,418103.977,4253340.8,115.9013,22.50259,0.009007305,Conductive fracture
4702.178303,418103.977,4253340.8,315.2509,61.91677,0.009017926,Conductive fracture
4470.786122,418103.977,4253340.8,251.5693,45.82909,0.009022238,Conductive fracture
4702.773102,418103.977,4253340.8,109.6412,69.66037,0.00904089,Conductive fracture
4611.0494,418103.977,4253340.8,87.84115,40.044,0.009044725,Conductive fracture
4704.07561,418103.977,4253340.8,234.3508,59.35428,0.009046368,Conductive fracture
4680.082418,418103.977,4253340.8,56.2308,73.14921,0.009047155,Conductive fracture
4469.649538,418103.977,4253340.8,238.2277,53.34365,0.00905381,Conductive fracture
4540.714653,418103.977,4253340.8,269.6131,28.56215,0.00905513,Conductive fracture
4470.494753,418103.977,4253340.8,259.5597,54.96014,0.009060233,Conductive fracture
4462.280679,418103.977,4253340.8,254.1916,47.86208,0.00906172,Conductive fracture
4527.310227,418103.977,4253340.8,221.4758,18.82702,0.009070043,Conductive fracture
4496.925,418103.977,4253340.8,240.5206,46.50259,0.009074679,Conductive fracture
4500.691741,418103.977,4253340.8,250.2336,53.36461,0.009076674,Conductive fracture
4449.478993,418103.977,4253340.8,243.3907,50.90129,0.009088126,Conductive fracture
4686.792715,418103.977,4253340.8,109.792,20.29877,0.009089006,Conductive fracture
4571.975669,418103.977,4253340.8,311.4231,26.06908,0.009089045,Conductive fracture
4452.513391,418103.977,4253340.8,257.1774,41.31723,0.009097049,Conductive fracture
4453.917422,418103.977,4253340.8,235.5433,60.23674,0.009115173,Conductive fracture
4701.435165,418103.977,4253340.8,296.0682,44.43095,0.009117224,Conductive fracture
4664.350801,418103.977,4253340.8,356.4796,59.12006,0.009128344,Conductive fracture
4477.107411,418103.977,4253340.8,253.8492,50.35781,0.009137356,Conductive fracture
4453.579422,418103.977,4253340.8,228.2337,55.73264,0.009138157,Conductive fracture
4697.781243,418103.977,4253340.8,265.237,68.86749,0.009140516,Conductive fracture
4603.469006,418103.977,4253340.8,48.29044,36.29642,0.009145761,Conductive fracture
4621.055267,418103.977,4253340.8,59.8358,32.59017,0.009148133,Conductive fracture
4696.662075,418103.977,4253340.8,310.7578,37.10801,0.009156706,Conductive fracture
4665.760081,418103.977,4253340.8,153.8353,29.28023,0.009164599,Conductive fracture
4606.959873,418103.977,4253340.8,169.4149,70.2396,0.009173147,Conductive fracture
4495.78543,418103.977,4253340.8,255.6502,56.11974,0.009176637,Conductive fracture
4692.15455,418103.977,4253340.8,289.1773,30.49714,0.009180791,Conductive fracture
4680.503693,418103.977,4253340.8,270.4821,27.3493,0.009181779,Conductive fracture
4709.473438,418103.977,4253340.8,288.2393,32.28748,0.009197282,Conductive fracture
4686.461788,418103.977,4253340.8,258.7431,40.37245,0.0091993,Conductive fracture
4446.884099,418103.977,4253340.8,232.6137,29.64314,0.009202247,Conductive fracture
4636.903491,418103.977,4253340.8,242.9373,43.73347,0.009207483,Conductive fracture
4536.923374,418103.977,4253340.8,222.1825,40.88702,0.009213629,Conductive fracture
4624.162399,418103.977,4253340.8,172.7301,69.76273,0.00921593,Conductive fracture
4563.501437,418103.977,4253340.8,23.98993,49.26999,0.009231251,Conductive fracture
4495.50864,418103.977,4253340.8,282.0544,28.5915,0.009232101,Conductive fracture
4729.750215,418103.977,4253340.8,58.94648,26.02348,0.009239218,Conductive fracture
4705.367563,418103.977,4253340.8,258.8324,46.1148,0.009247703,Conductive fracture
4524.053219,418103.977,4253340.8,243.4552,43.12255,0.009251993,Conductive fracture
4467.903052,418103.977,4253340.8,192.0223,37.475,0.009252648,Conductive fracture
4706.286597,418103.977,4253340.8,336.3411,63.23227,0.009254561,Conductive fracture
4572.54721,418103.977,4253340.8,293.1554,13.83051,0.009279447,Conductive fracture
4698.413585,418103.977,4253340.8,26.44224,61.3602,0.009308325,Conductive fracture
4486.209007,418103.977,4253340.8,93.32265,53.24586,0.009308496,Conductive fracture
4538.052061,418103.977,4253340.8,341.7972,49.53138,0.00931056,Conductive fracture
4612.763487,418103.977,4253340.8,1.1098,49.54211,0.009322491,Conductive fracture
4601.029907,418103.977,4253340.8,159.9171,65.5825,0.009323617,Conductive fracture
4527.11085,418103.977,4253340.8,265.3896,61.47181,0.009325394,Conductive fracture
4695.964075,418103.977,4253340.8,338.5747,46.30771,0.009327351,Conductive fracture
4469.680124,418103.977,4253340.8,244.6231,54.24782,0.009334344,Conductive fracture
4564.497782,418103.977,4253340.8,197.3335,41.85398,0.009342499,Conductive fracture
4740.387264,418103.977,4253340.8,247.6476,39.45312,0.009352094,Conductive fracture
4728.3356,418103.977,4253340.8,299.0006,50.13643,0.009353108,Conductive fracture
4554.734041,418103.977,4253340.8,237.3416,52.24917,0.00936163,Conductive fracture
4728.133298,418103.977,4253340.8,303.7284,51.5523,0.00936431,Conductive fracture
4504.659666,418103.977,4253340.8,22.98864,53.10239,0.009375119,Conductive fracture
4695.635781,418103.977,4253340.8,116.3895,47.62167,0.009389283,Conductive fracture
4501.432565,418103.977,4253340.8,295.7065,43.92895,0.009392339,Conductive fracture
4447.372214,418103.977,4253340.8,145.8432,47.16528,0.009399053,Conductive fracture
4480.326586,418103.977,4253340.8,258.1739,58.026,0.009399095,Conductive fracture
4695.689702,418103.977,4253340.8,331.1574,10.37662,0.009414038,Conductive fracture
4482.785651,418103.977,4253340.8,292.1047,9.859964,0.009418457,Conductive fracture
4680.32102,418103.977,4253340.8,312.8156,40.1849,0.00944628,Conductive fracture
4445.428846,418103.977,4253340.8,192.604,29.92272,0.009446672,Conductive fracture
4589.651084,418103.977,4253340.8,265.4918,37.71695,0.009449379,Conductive fracture
4488.091315,418103.977,4253340.8,311.3162,33.42649,0.009450126,Conductive fracture
4637.676576,418103.977,4253340.8,228.5349,41.83864,0.009454071,Conductive fracture
4480.738067,418103.977,4253340.8,238.5097,39.69344,0.009454908,Conductive fracture
4707.885726,418103.977,4253340.8,357.0996,19.46996,0.00946846,Conductive fracture
4462.842542,418103.977,4253340.8,196.7192,60.42418,0.009469698,Conductive fracture
4686.052572,418103.977,4253340.8,59.72807,59.08821,0.009475403,Conductive fracture
4478.490784,418103.977,4253340.8,177.6497,35.16563,0.009489427,Conductive fracture
4638.624944,418103.977,4253340.8,60.0047,57.06664,0.009495223,Conductive fracture
4545.697236,418103.977,4253340.8,239.1434,27.84964,0.009495312,Conductive fracture
4556.84336,418103.977,4253340.8,215.5435,71.97597,0.009509891,Conductive fracture
4712.447122,418103.977,4253340.8,64.15054,23.82491,0.009514576,Conductive fracture
4599.150549,418103.977,4253340.8,147.4554,34.76476,0.009524293,Conductive fracture
4483.73269,418103.977,4253340.8,234.4722,41.32542,0.009535557,Conductive fracture
