DEPT          TVD         ROP5           GR         A34H         P16H         P28H         P34H      TAB_RES     TEMP_DNI 
       5245.40000   4513.99253      -999.25    208.92490    200.00000     72.16763     73.20066     72.35475      1.79939    123.47640
       5245.50000   4514.06248      -999.25    215.86380    200.00000     71.27637     70.92190     71.46873      1.79853    123.96850
       5245.60000   4514.13243      -999.25    221.33340    200.00000     70.67353     71.03439     72.28516      1.79199    124.46060
       5245.70000   4514.20239      -999.25    220.45240    200.00000     69.85822     69.42493     70.64491      1.78574    123.59450
       5245.80000   4514.27234      -999.25    212.34170    200.00000     66.01405     66.27932     67.32883      1.78523    123.38980
       5245.90000   4514.34230      -999.25    194.04610    200.00000     57.57824     61.01905     61.78251      1.79343    124.37400
       5246.00000   4514.41225      -999.25    186.99680    200.00000     55.52499     59.61678     60.39482      1.85568    124.50000
       5246.10000   4514.48221      -999.25    183.81270    200.00000     54.01165     58.33333     59.10393      1.91000    124.50000
       5246.20000   4514.55217      -999.25    184.77720    200.00000     51.75452     56.21149     56.85067      1.93461    124.50000
       5246.30000   4514.62213      -999.25    154.82720    200.00000     46.69904     52.87815     54.24526      1.93967    124.50000
       5246.40000   4514.69209      -999.25    119.33120    200.00000     42.94021     50.38322     52.46075      1.94631    124.50000
       5246.50000   4514.76206      -999.25     86.30216    200.00000     43.60153     50.44835     52.76719      1.96638    124.50000
       5246.60000   4514.83202      -999.25     75.11450    200.00000     49.48302     55.21987     58.71212      1.97512    124.50000
       5246.70000   4514.90198      -999.25     72.99749    200.00000     58.24863     62.28557     65.86628      1.98059    124.50000
       5246.80000   4514.97195      -999.25     79.09039    200.00000     71.10229     72.12844     71.77854      1.98607    124.50000
       5246.90000   4515.04192      -999.25     85.06476    200.00000     72.17171     73.59431     76.59737      1.97959    124.50000
       5247.00000   4515.11188      -999.25     91.44275    200.00000     70.51225     73.20793     79.78467      1.91175    124.50000
       5247.10000   4515.18185      -999.25     99.56852    200.00000     75.38477     77.80672     78.19984      1.62192    124.50000
       5247.20000   4515.25182      -999.25    111.38820    200.00000     79.15260     79.57587     77.97426      1.52645    124.50000
       5247.30000   4515.32179      -999.25    122.40740    200.00000     81.93933     80.22156     78.55782      1.52216    124.50000
       5247.40000   4515.39176      -999.25    119.69110    200.00000     82.23045     81.99326     80.05841      1.51630    124.50000
       5247.50000   4515.46174      -999.25    114.28240    200.00000     82.23666     83.74708     81.12163      1.51405    124.50000
       5247.60000   4515.53171      -999.25    108.62960    200.00000     82.02003     85.30769     81.83018      1.51362    124.50000
       5247.70000   4515.60169      -999.25    113.90910    200.00000     81.33310     85.35878     81.71285      1.51088    124.50000
       5247.80000   4515.67166      -999.25    122.08180    200.00000     82.54084     86.36028     81.65990      1.50177    124.21260
       5247.90000   4515.74164      -999.25    131.84350    200.00000     85.29439     88.12873     82.04951      1.48569    123.77950
       5248.00000   4515.81162      -999.25    134.21220    200.00000     91.12128     91.30621     88.65424      1.43165    124.27170
       5248.10000   4515.88159      -999.25    137.35650    200.00000     95.93343     94.26016     93.22977      1.41257    124.50000
       5248.20000   4515.95157      -999.25    141.16390    200.00000     99.76795     96.97008     95.98009      1.42371    124.50000
       5248.30000   4516.02156      -999.25    144.28260    200.00000     95.43384     95.51954     93.08563      1.43011    124.50000
       5248.40000   4516.09154      -999.25    147.43730    200.00000     92.30151     94.66132     91.63062      1.44004    124.01970
       5248.50000   4516.16152      -999.25    150.62980    200.00000     90.43008     94.42456     91.68585      1.45370    123.03540
       5248.60000   4516.23150      -999.25    152.45430    200.00000     87.23891     90.40610     88.65580      1.44687    123.94880
       5248.70000   4516.30149      -999.25    151.16660    200.00000     81.02485     85.82594     85.37987      1.44476    124.06690
       5248.80000   4516.37148      -999.25    145.98310    200.00000     71.02618     80.71063     81.93763      1.44963    123.08270
       5248.90000   4516.44146      -999.25    142.14160    200.00000     68.35177     78.76360     80.06998      1.44920    123.90160
       5249.00000   4516.51145      -999.25    140.13840    200.00000     69.63820     79.08609     79.73154      1.45079    124.30710
       5249.10000   4516.58144      -999.25    140.79530    200.00000     76.02623     82.47805     81.54100      1.45627    123.81500
       5249.20000   4516.65143      -999.25    145.05780    200.00000     77.69131     83.08730     82.92998      1.46317    124.17720
       5249.30000   4516.72142      -999.25    148.84300    200.00000     78.82562     83.27216     84.00160      1.47416    124.50000
       5249.40000   4516.79141      -999.25    150.67260    200.00000     80.31747     83.45473     84.58997      1.49255    124.50000
       5249.50000   4516.86141      -999.25    154.05520    200.00000     79.78448     81.76546     84.14111      1.49960    124.50000
       5249.60000   4516.93140      -999.25    157.39300    200.00000     79.10038     80.25943     83.34190      1.50767    124.35430
       5249.70000   4517.00140      -999.25    159.81380    200.00000     79.11398     80.16647     82.25093      1.52406    123.86220
       5249.80000   4517.07139      -999.25    162.30920    200.00000     76.51006     78.17596     78.53573      1.52743    124.12990
       5249.90000   4517.14139      -999.25    166.81390    200.00000     72.60443     75.56022     74.20972      1.52967    124.50000
       5250.00000   4517.21139      -999.25    177.34410    200.00000     67.09581     72.74798     70.38175      1.54018    124.50000
       5250.10000   4517.28139      -999.25    173.10150    200.00000     58.72504     66.62556     66.30302      1.53847    124.50000
       5250.20000   4517.35139      -999.25    164.76960    200.00000     51.42786     60.79034     63.05749      1.53446    124.50000
       5250.30000   4517.42139      -999.25    162.60710    200.00000     52.78940     61.15148     63.52716      1.53996    124.50000
       5250.40000   4517.49139      -999.25    168.07050    200.00000     54.46463     64.02636     66.24986      1.54272    124.50000
       5250.50000   4517.56140      -999.25    175.83600    200.00000     56.18390     67.51628     69.49545      1.54455    124.50000
       5250.60000   4517.63140      -999.25    176.05330    200.00000     57.31001     67.71603     69.63378      1.54854    124.50000
       5250.70000   4517.70141      -999.25    173.58020    200.00000     59.95886     69.67371     71.29261      1.55289    124.50000
       5250.80000   4517.77141      -999.25    168.65190    200.00000     63.91369     72.61523     73.84771      1.55792    124.50000
       5250.90000   4517.84142      -999.25    156.30130    200.00000     71.34894     75.06161     76.36485      1.56703    124.50000
       5251.00000   4517.91143      -999.25    140.79680    200.00000     71.87959     74.76680     76.05374      1.57876    124.50000
       5251.10000   4517.98144      -999.25    124.35520    200.00000     67.76795     72.65703     73.84431      1.59233    124.50000
       5251.20000   4518.05145      -999.25    130.61440    200.00000     69.68408     73.41363     74.15855      1.60513    124.50000
       5251.30000   4518.12146      -999.25    136.98540    200.00000     70.12208     74.15105     74.58113      1.61452    124.50000
       5251.40000   4518.19147      -999.25    143.46520    200.00000     69.24670     74.88805     75.10204      1.62092    124.50000
       5251.50000   4518.26149      -999.25    151.23480    200.00000     66.75194     77.66562     75.99516      1.62638    124.50000
       5251.60000   4518.33150      -999.25    158.60430    200.00000     68.69834     80.41013     77.63546      1.63075    124.50000
       5251.70000   4518.40152      -999.25    165.54710    200.00000     75.37954     83.11941     80.07230      1.63394    124.50000
       5251.80000   4518.47154      -999.25    149.73110    200.00000     61.07306     73.05116     73.91198      1.69721    124.02760
       5251.90000   4518.54155      -999.25    138.77850    200.00000     52.72185     66.70223     70.11844      1.73285    123.53540
       5252.00000   4518.61157      -999.25    135.34390    200.00000     53.20548     65.85324     69.84989      1.72951    123.04330
       5252.10000   4518.68159      -999.25    138.36910    200.00000     56.50965     68.51477     72.94627      1.73088    123.00000
       5252.20000   4518.75161      -999.25    141.55420    200.00000     61.37879     72.75335     76.53889      1.73787    123.38190
       5252.30000   4518.82164      -999.25    144.00860    200.00000     68.28712     78.94516     80.40209      1.75299    124.36610
       5252.40000   4518.89166      -999.25    137.67850    200.00000     76.12947     81.14546     82.63288      1.75564    124.50000
       5252.50000   4518.96168      -999.25    128.93110    200.00000     81.31844     82.56252     83.96216      1.75287    124.16540
       5252.60000   4519.03171      -999.25    118.17550    200.00000     81.07130     83.67880     84.04025      1.74344    123.18110
       5252.70000   4519.10174      -999.25    108.89250    200.00000     82.09084     83.18350     84.70489      1.73802    123.40160
       5252.80000   4519.17176      -999.25    102.35480    200.00000     84.28816     82.90485     84.88625      1.73604    123.89370
       5252.90000   4519.24179      -999.25    101.66820    200.00000     88.64867     84.03262     83.57509      1.74020    124.38580
       5253.00000   4519.31182      -999.25    101.19520    200.00000     88.31055     83.68450     82.14583      1.74524    124.50000
       5253.10000   4519.38185      -999.25     98.84889    200.00000     86.45366     82.61124     80.67754      1.75048    124.50000
       5253.20000   4519.45188      -999.25     90.49878    200.00000     84.28878     80.67267     79.19888      1.75556    124.50000
       5253.30000   4519.52191      -999.25     82.70957    200.00000     83.97788     77.34371     75.53186      1.74910    124.50000
       5253.40000   4519.59195      -999.25     78.34433    200.00000     81.70854     72.91920     70.87120      1.74025    124.50000
       5253.50000   4519.66198      -999.25     87.12961    200.00000     68.44801     66.21868     65.62547      1.73999    124.50000
       5253.60000   4519.73202      -999.25     90.03331    200.00000     58.74464     61.41201     61.97860      1.73732    124.50000
       5253.70000   4519.80205      -999.25     88.37776    200.00000     52.28677     58.26022     59.47307      1.73317    124.50000
       5253.80000   4519.87209      -999.25     77.00196    200.00000     54.51743     59.31372     59.04533      1.72726    124.50000
       5253.90000   4519.94213      -999.25     72.65916    200.00000     55.56490     59.02510     58.52530      1.72788    123.88580
       5254.00000   4520.01217      -999.25     72.58430    200.00000     55.34487     57.61214     57.65617      1.73224    123.04920
       5254.10000   4520.08221      -999.25     72.78033    200.00000     50.13395     53.35856     54.14568      1.73486    123.54130
       5254.20000   4520.15225      -999.25     71.75080    200.00000     43.87606     49.35048     50.39466      1.73492    124.03350
       5254.30000   4520.22229      -999.25     69.82445    200.00000     37.32124     45.75642     46.68011      1.73318    124.50000
       5254.40000   4520.29234      -999.25     67.99522    200.00000     39.40333     46.41580     46.85799      1.73331    124.50000
       5254.50000   4520.36238      -999.25     65.47374    200.00000     41.84090     46.48502     46.99472      1.73434    124.50000
       5254.60000   4520.43243      -999.25     62.31852    200.00000     44.57183     46.02965     47.09403      1.73617    124.49800
       5254.70000   4520.50247      -999.25     55.44737    200.00000     41.22539     46.32129     47.03244      1.73708    124.00590
       5254.80000   4520.57252      -999.25     48.04668    200.00000     39.92183     47.06340     48.22312      1.73919    123.51380
       5254.90000   4520.64257      -999.25     40.07232    200.00000     40.83138     48.29350     50.77044      1.74257    123.02160
       5255.00000   4520.71262      -999.25     36.84218    200.00000     52.11354     52.20709     53.53720      1.74383    123.94090
       5255.10000   4520.78267      -999.25     34.06445    200.00000     60.01170     55.89546     56.51075      1.73819    124.28740
       5255.20000   4520.85272      -999.25     31.59445    200.00000     62.83280     59.12531     59.74292      1.72362    123.79530
       5255.30000   4520.92278      -999.25     31.44050    200.00000     62.25890     58.32526     62.34682      1.65884    123.30310
       5255.40000   4520.99283      -999.25     31.01774    200.00000     63.78668     57.92176     63.46604      1.60730    123.37800
       5255.50000   4521.06289      -999.25     29.78732    200.00000     69.23772     58.80942     62.30569      1.58514    124.36220
       5255.60000   4521.13294      -999.25     29.31942    200.00000     66.54254     59.34746     60.28070      1.56868    124.50000
       5255.70000   4521.20300      -999.25     30.52403    200.00000     62.28362     59.57110     58.56937      1.55163    124.50000
       5255.80000   4521.27306      -999.25     34.78853    200.00000     57.55508     59.28589     57.75606      1.53159    124.50000
       5255.90000   4521.34312      -999.25     37.41291    200.00000     53.91234     57.44691     56.98217      1.51450    124.50000
       5256.00000   4521.41318      -999.25     41.08319    200.00000     52.14703     56.52081     56.82644      1.50255    124.50000
       5256.10000   4521.48324      -999.25     48.27795    200.00000     54.40164     58.74087     58.17636      1.50163    124.50000
       5256.20000   4521.55330      -999.25     55.48185    200.00000     55.62498     60.50962     59.54442      1.50212    124.50000
       5256.30000   4521.62336      -999.25     62.80152    200.00000     56.24405     61.66594     60.36385      1.50325    124.50000
       5256.40000   4521.69343      -999.25     70.47886    200.00000     55.95842     61.32438     59.42823      1.50507    124.50000
       5256.50000   4521.76349      -999.25     77.64538    200.00000     57.62690     60.13715     59.31750      1.50447    124.50000
       5256.60000   4521.83356      -999.25     84.33033    200.00000     59.10074     58.79689     59.57517      1.50305    124.50000
       5256.70000   4521.90363      -999.25     89.84132    200.00000     56.49362     58.22417     60.00629      1.50219    124.50000
       5256.80000   4521.97369      -999.25    100.56770    200.00000     55.58994     58.56169     59.55941      1.50048    124.50000
       5256.90000   4522.04376      -999.25    112.23990    200.00000     55.63134     59.45237     58.86059      1.49839    124.50000
       5257.00000   4522.11383      -999.25    114.12540    200.00000     56.25808     60.94208     59.25800      1.49660    124.50000
       5257.10000   4522.18390      -999.25    111.18160    200.00000     57.14393     61.13321     59.79455      1.49589    124.50000
       5257.20000   4522.25398      -999.25    105.26860    200.00000     58.05666     60.43259     60.09956      1.49579    124.50000
       5257.30000   4522.32405      -999.25     99.26733    200.00000     57.72710     58.82956     57.42128      1.49511    124.50000
       5257.40000   4522.39412      -999.25     90.37617    200.00000     55.54993     56.88163     55.73045      1.48844    124.50000
       5257.50000   4522.46420      -999.25     79.58756    200.00000     52.13228     54.72356     54.77828      1.47734    124.50000
       5257.60000   4522.53428      -999.25     74.05428    200.00000     51.53093     53.51614     53.82195      1.46730    124.50000
       5257.70000   4522.60435      -999.25     76.78083    200.00000     51.48881     53.08475     53.64882      1.45680    124.50000
       5257.80000   4522.67443      -999.25     87.01057    200.00000     51.95469     53.35830     54.18716      1.44587    124.50000
       5257.90000   4522.74451      -999.25     87.43192    200.00000     54.35588     55.28341     55.91722      1.44382    124.50000
       5258.00000   4522.81459      -999.25     87.85152    200.00000     56.53215     56.51746     56.94584      1.43894    124.50000
       5258.10000   4522.88467      -999.25     88.26923    200.00000     58.46082     56.99073     57.20228      1.43097    124.50000
       5258.20000   4522.95476      -999.25     86.74158    200.00000     62.89338     59.19903     58.68086      1.42625    124.50000
       5258.30000   4523.02484      -999.25     85.82682    200.00000     66.34034     61.26924     60.12083      1.42091    124.50000
       5258.40000   4523.09493      -999.25     85.86227    200.00000     68.30135     63.03800     61.42683      1.41452    124.50000
       5258.50000   4523.16501      -999.25     90.05183    200.00000     73.39287     64.55573     61.99121      1.40782    124.50000
       5258.60000   4523.23510      -999.25     95.96366    200.00000     77.25175     66.61534     62.88311      1.39618    124.50000
       5258.70000   4523.30519      -999.25    103.96570    200.00000     78.55711     69.60258     64.43790      1.37650    124.50000
       5258.80000   4523.37527      -999.25    120.85290    200.00000     71.34144     66.81863     62.06919      1.42280    124.50000
       5258.90000   4523.44536      -999.25    140.56490    200.00000     65.21130     64.01893     60.56013      1.45515    124.50000
       5259.00000   4523.51546      -999.25    162.95310    200.00000     64.14944     63.14094     62.10876      1.43706    124.50000
       5259.10000   4523.58555      -999.25    165.64530    200.00000     59.94359     63.53212     62.22201      1.42856    124.50000
       5259.20000   4523.65564      -999.25    156.91630    200.00000     56.35957     63.07899     61.04449      1.42040    124.50000
       5259.30000   4523.72573      -999.25    131.19260    200.00000     56.22675     59.73691     57.47268      1.40734    124.50000
       5259.40000   4523.79583      -999.25    112.15670    200.00000     56.30601     58.54874     56.98112      1.40213    124.50000
       5259.50000   4523.86592      -999.25     97.01527    200.00000     56.22454     58.33405     57.36650      1.39788    124.50000
       5259.60000   4523.93602      -999.25     87.64496    200.00000     55.40592     59.06885     57.44184      1.38873    124.50000
       5259.70000   4524.00612      -999.25     76.18348    200.00000     53.62444     58.79707     57.75501      1.38566    124.50000
       5259.80000   4524.07622      -999.25     65.54523    200.00000     52.68016     58.45931     58.48674      1.38495    124.50000
       5259.90000   4524.14632      -999.25     62.11605    200.00000     57.03415     59.59519     60.61076      1.38376    124.50000
       5260.00000   4524.21642      -999.25     67.74731    200.00000     62.63425     63.46469     63.02850      1.37670    124.50000
       5260.10000   4524.28652      -999.25     77.78989    200.00000     68.68102     68.21884     65.80376      1.36642    124.50000
       5260.20000   4524.35663      -999.25     86.76671    200.00000     73.59817     69.90998     69.86230      1.35457    124.50000
       5260.30000   4524.42673      -999.25     96.77373    200.00000     75.77379     71.89425     71.78073      1.34144    124.50000
       5260.40000   4524.49683      -999.25    106.16730    200.00000     75.68353     73.52201     71.72041      1.32773    124.50000
       5260.50000   4524.56694      -999.25    103.16870    200.00000     70.09711     69.82774     65.29744      1.31620    124.50000
       5260.60000   4524.63705      -999.25     98.17966    200.00000     66.62869     68.39816     63.49228      1.30705    124.50000
       5260.70000   4524.70716      -999.25     91.22691    200.00000     65.06190     68.77110     65.18774      1.29976    124.50000
       5260.80000   4524.77727      -999.25     74.50116    200.00000     69.81203     70.88362     66.63288      1.29338    124.50000
       5260.90000   4524.84738      -999.25     60.76844    200.00000     70.01974     71.02258     66.46067      1.28773    124.50000
       5261.00000   4524.91749      -999.25     49.79852    200.00000     66.03448     69.33976     64.79552      1.28277    124.50000
       5261.10000   4524.98760      -999.25     54.82690    200.00000     65.23945     67.61626     64.47443      1.21872    124.50000
       5261.20000   4525.05771      -999.25     56.93581    200.00000     63.11721     65.57323     63.45389      1.18477    124.50000
       5261.30000   4525.12783      -999.25     55.70697    200.00000     59.49596     63.17296     61.64486      1.18477    124.50000
       5261.40000   4525.19794      -999.25     51.86837    200.00000     58.28057     60.92426     61.05550      1.18221    124.50000
       5261.50000   4525.26806      -999.25     51.69386    200.00000     56.45243     59.29999     60.47395      1.17470    124.50000
       5261.60000   4525.33818      -999.25     56.69148    200.00000     53.61257     58.51272     59.81211      1.16067    124.50000
       5261.70000   4525.40830      -999.25     66.50116    200.00000     53.38409     58.15483     58.71133      1.15791    124.50000
       5261.80000   4525.47842      -999.25     75.81177    200.00000     53.09865     57.56801     57.80633      1.15766    124.50000
       5261.90000   4525.54854      -999.25     83.40680    200.00000     52.23714     56.52209     57.30716      1.15949    124.50000
       5262.00000   4525.61866      -999.25     90.80801    200.00000     58.23365     58.30231     59.09314      1.15923    124.50000
       5262.10000   4525.68878      -999.25     95.91534    200.00000     62.14715     59.69866     59.94223      1.16149    124.50000
       5262.20000   4525.75890      -999.25     96.39198    200.00000     59.35230     59.30277     58.05857      1.16964    124.50000
       5262.30000   4525.82903      -999.25     92.96997    200.00000     56.05852     56.99416     56.47424      1.16151    124.50000
       5262.40000   4525.89915      -999.25     90.01810    200.00000     53.95162     54.85335     55.33307      1.15000    124.50000
       5262.50000   4525.96928      -999.25     90.71906    200.00000     55.20948     54.34304     55.14386      1.14001    124.50000
       5262.60000   4526.03941      -999.25     91.35816    200.00000     55.17211     52.27925     52.11464      1.13687    124.50000
       5262.70000   4526.10954      -999.25     92.13859    200.00000     53.14450     49.67664     48.46944      1.13542    124.50000
       5262.80000   4526.17967      -999.25     93.45296    200.00000     45.91238     46.95016     45.81945      1.13228    124.50000
       5262.90000   4526.24980      -999.25     92.89157    200.00000     43.59737     45.60183     45.22697      1.13293    124.50000
       5263.00000   4526.31993      -999.25     91.57845    200.00000     43.72602     45.30568     45.56600      1.13660    124.50000
       5263.10000   4526.39006      -999.25     90.36246    200.00000     45.69821     47.15505     46.27277      1.14661    124.50000
       5263.20000   4526.46020      -999.25     89.75608    200.00000     43.81795     46.19366     44.90106      1.14925    124.50000
       5263.30000   4526.53033      -999.25     89.14258    200.00000     39.81973     43.55404     42.34085      1.15023    124.50000
       5263.40000   4526.60047      -999.25     86.48864    200.00000     34.97427     39.45158     39.03239      1.16479    124.50000
       5263.50000   4526.67060      -999.25     80.46349    200.00000     32.31824     36.29661     36.97248      1.18017    124.50000
       5263.60000   4526.74074      -999.25     72.28288    200.00000     30.93683     33.88993     35.71575      1.19514    124.50000
       5263.70000   4526.81088      -999.25     63.91400    200.00000     28.37950     33.01275     34.57928      1.20049    124.50000
       5263.80000   4526.88102      -999.25     60.97639    200.00000     29.11236     33.66183     35.20413      1.20899    124.50000
       5263.90000   4526.95116      -999.25     62.45143    200.00000     32.35102     35.45299     37.14212      1.21996    124.50000
       5264.00000   4527.02130      -999.25     69.06253    200.00000     34.68538     36.33705     37.91771      1.23181    124.50000
       5264.10000   4527.09144      -999.25     74.45813    200.00000     36.42074     36.53263     37.73740      1.28214    124.50000
       5264.20000   4527.16158      -999.25     78.71361    200.00000     37.59424     36.08244     36.66050      1.36858    124.50000
       5264.30000   4527.23172      -999.25     79.88139    200.00000     37.34948     35.33090     35.72112      1.37844    124.50000
       5264.40000   4527.30186      -999.25     82.49310    200.00000     35.60571     34.16751     34.40654      1.38592    124.50000
       5264.50000   4527.37200      -999.25     86.77452    200.00000     32.17094     32.53872     32.66420      1.39138    124.50000
       5264.60000   4527.44214      -999.25     83.93907    200.00000     28.34927     28.55063     35.48654      1.39460    124.26770
       5264.70000   4527.51227      -999.25     81.08217    200.00000     26.46522     26.73174     35.26308      1.39763    124.22830
       5264.80000   4527.58241      -999.25     78.77866    200.00000     27.28860     28.10167     30.45957      1.40059    124.47440
       5264.90000   4527.65254      -999.25     73.60012    200.00000     27.27174     27.63168     28.26383      1.40938    124.50000
       5265.00000   4527.72268      -999.25     68.04770    200.00000     26.07168     26.35158     26.31035      1.42143    124.50000
       5265.10000   4527.79281      -999.25     62.42744    200.00000     23.03882     24.06441     24.25487      1.43782    124.50000
       5265.20000   4527.86294      -999.25     58.62938    200.00000     21.09916     22.22530     22.88581      1.44916    124.50000
       5265.30000   4527.93307      -999.25     55.77298    200.00000     19.50882     20.71006     21.64854      1.46304    124.50000
       5265.40000   4528.00320      -999.25     54.19979    200.00000     18.23849     19.70301     20.42949      1.48414    124.50000
       5265.50000   4528.07333      -999.25     56.23884    200.00000     17.66869     19.18261     19.55724      1.50032    124.50000
       5265.60000   4528.14346      -999.25     58.63851    200.00000     17.24047     18.87491     18.97004      1.51367    124.50000
       5265.70000   4528.21359      -999.25     59.61527    200.00000     16.72428     18.80601     18.90317      1.52280    124.50000
       5265.80000   4528.28371      -999.25     64.57092    200.00000     16.80441     18.97345     19.45907      1.53065    124.50000
       5265.90000   4528.35384      -999.25     70.70351    200.00000     17.20122     19.36799     20.28611      1.53936    124.50000
       5266.00000   4528.42396      -999.25     76.37820    200.00000     18.00442     20.26761     21.33581      1.55238    124.50000
       5266.10000   4528.49409      -999.25     79.07510    200.00000     19.30070     21.44544     22.43879      1.56491    124.50000
       5266.20000   4528.56421      -999.25     80.82679    200.00000     20.99908     22.93200     23.64140      1.64967    124.50000
       5266.30000   4528.63433      -999.25     83.97618    200.00000     23.58484     25.29205     25.19580      2.06436    124.50000
       5266.40000   4528.70446      -999.25     92.69183    200.00000     25.76570     26.65891     26.71940      2.21010    124.50000
       5266.50000   4528.77458      -999.25    102.49540    200.00000     27.84746     27.69500     28.21561      2.21549    124.50000
       5266.60000   4528.84470      -999.25    100.25920    200.00000     30.67374     29.98085     29.63797      2.22539    124.50000
       5266.70000   4528.91482      -999.25     98.54915    200.00000     31.34164     30.82142     30.25495      2.23922    124.50000
       5266.80000   4528.98494      -999.25     97.68637    200.00000     30.87218     30.79167     30.41227      2.25544    124.50000
       5266.90000   4529.05505      -999.25    102.36260    200.00000     33.17485     31.43271     31.21943      2.27004    124.50000
       5267.00000   4529.12517      -999.25    105.99560    200.00000     34.32779     32.05013     31.52410      2.28820    124.50000
       5267.10000   4529.19529      -999.25    108.72370    200.00000     34.49297     32.57399     31.38444      2.31138    124.50000
       5267.20000   4529.26540      -999.25    109.17450    200.00000     32.39820     31.08977     29.91953      2.39351    124.50000
       5267.30000   4529.33552      -999.25    107.52690    200.00000     30.32590     29.71679     28.75454      2.43259    124.50000
       5267.40000   4529.40563      -999.25    103.87930    200.00000     28.27504     28.44982     27.87542      2.43064    124.50000
       5267.50000   4529.47574      -999.25    115.50890    200.00000     27.46114     27.73296     27.41069      2.43331    124.50000
       5267.60000   4529.54586      -999.25    125.93100    200.00000     27.22409     27.25527     27.05125      2.43859    124.50000
       5267.70000   4529.61597      -999.25    134.74400    200.00000     27.63607     27.04616     26.80764      2.44680    124.50000
       5267.80000   4529.68608      -999.25    131.09220    200.00000     26.73760     26.60489     26.20593      2.46787    124.50000
       5267.90000   4529.75619      -999.25    126.83530    200.00000     25.38123     25.68790     25.33414      2.49240    124.50000
       5268.00000   4529.82630      -999.25    122.84590    200.00000     23.49949     24.12388     24.11529      2.52062    124.50000
       5268.10000   4529.89640      -999.25    122.59400    200.00000     23.99401     23.77841     23.85622      2.54236    124.50000
       5268.20000   4529.96651      -999.25    123.58870    200.00000     24.29811     23.47887     23.40599      2.55623    124.50000
       5268.30000   4530.03662      -999.25    125.94720    200.00000     23.78111     23.00481     22.42787      2.55792    124.50000
       5268.40000   4530.10672      -999.25    121.66750    200.00000     22.78979     22.33342     21.71473      2.56271    124.50000
       5268.50000   4530.17683      -999.25    113.99570    200.00000     21.85339     21.82542     21.42266      2.56790    124.50000
       5268.60000   4530.24693      -999.25    101.72290    200.00000     21.22001     21.74217     21.92130      2.57273    124.50000
       5268.70000   4530.31703      -999.25     97.24564    200.00000     21.52240     22.33318     22.02635      2.62157    124.50000
       5268.80000   4530.38714      -999.25     98.39582    200.00000     21.97012     22.83145     21.97853      2.66732    124.50000
       5268.90000   4530.45724      -999.25    109.26050    200.00000     22.16488     22.61903     21.79154      2.67462    124.50000
       5269.00000   4530.52734      -999.25    120.21190    200.00000     21.17613     21.78687     21.20773      2.67871    124.50000
       5269.10000   4530.59744      -999.25    125.57710    200.00000     19.64973     20.72625     20.40781      2.68098    124.50000
       5269.20000   4530.66754      -999.25    111.48920    200.00000     17.64208     19.59749     19.32240      2.68070    124.50000
       5269.30000   4530.73764      -999.25     98.99952    200.00000     15.84586     18.53610     18.69347      2.70295    124.50000
       5269.40000   4530.80773      -999.25     90.62651    200.00000     14.31792     17.53478     18.17618      2.73148    124.41340
       5269.50000   4530.87783      -999.25     98.31973    200.00000     13.62183     16.67950     17.26558      2.74425    123.92130
       5269.60000   4530.94793      -999.25    101.73580    200.00000     12.95177     16.10865     16.72391      2.75997    124.07090
       5269.70000   4531.01802      -999.25    103.85220    200.00000     12.57569     15.89368     16.61347      2.77623    124.50000
       5269.80000   4531.08811      -999.25    112.66670    200.00000     14.10765     17.06891     18.09926      2.78546    124.50000
       5269.90000   4531.15821      -999.25    118.77590    200.00000     15.10051     17.84645     19.41593      2.80171    124.35140
       5270.00000   4531.22830      -999.25    122.24830    200.00000     15.79963     18.42194     20.62104      2.82221    124.14470
       5270.10000   4531.29839      -999.25    115.79310    200.00000     17.18543     19.67253     21.81835      2.83862    124.39080
       5270.20000   4531.36848      -999.25    111.90720    200.00000     19.40243     21.04389     22.89222      2.85203    124.22640
       5270.30000   4531.43857      -999.25    110.08230    200.00000     22.18414     22.47383     23.85727      2.86294    123.76570
       5270.40000   4531.50866      -999.25    108.53030    200.00000     21.96962     22.75758     24.51272      2.87014    124.25790
       5270.50000   4531.57875      -999.25    109.67620    200.00000     21.78522     23.11856     24.69376      2.87923    124.25000
       5270.60000   4531.64884      -999.25    113.43480    200.00000     21.62999     23.55434     24.41534      2.89015    123.75790
       5270.70000   4531.71892      -999.25    115.14360    200.00000     25.29878     25.80503     26.04856      2.90645    124.23430
       5270.80000   4531.78901      -999.25    121.67330    200.00000     28.54334     27.78237     27.79489      2.92312    124.50000
       5270.90000   4531.85909      -999.25    133.90130    200.00000     31.21690     29.40418     29.63751      2.94010    124.50000
       5271.00000   4531.92918      -999.25    147.76150    200.00000     34.87288     31.98899     31.43471      2.95651    124.50000
       5271.10000   4531.99926      -999.25    154.26020    200.00000     37.31176     34.20432     32.97163      2.97306    124.50000
       5271.20000   4532.06934      -999.25    150.09320    200.00000     37.91777     35.79837     34.14153      2.98985    124.50000
       5271.30000   4532.13943      -999.25    137.53740    200.00000     36.04864     36.39548     34.77796      2.99790    124.50000
       5271.40000   4532.20951      -999.25    122.91000    200.00000     35.74206     37.16916     35.40829      3.00005    124.50000
       5271.50000   4532.27959      -999.25    106.51210    200.00000     38.71109     38.47103     36.14552      2.99382    124.50000
       5271.60000   4532.34967      -999.25    106.95930    200.00000     37.33805     38.18088     35.52549      3.00269    124.08660
